Number of evaluations: 150
Best score: 6533.000000
Optimal weights:
cleared_lines: 1.000000
holes: -1.000000
bumpiness: -0.499642
max_height: -0.664018
check_pillar: -0.634201

All evaluations:
Iteration 1: score=111.000000, params=[0.9943696218777376, 0.865114718677318, -0.7437511041412865, 0.9980810306482899, -0.5278220460960478]
Iteration 2: score=120.500000, params=[-0.20683854540794755, -0.22417851767598496, 0.3394920736069602, 0.8710781416120641, 0.6926218333720346]
Iteration 3: score=542.500000, params=[-0.37345296613544965, 0.04909631914574297, -0.11309421244088647, -0.5408455725403488, 0.06882781789403425]
Iteration 4: score=199.500000, params=[0.8279240491584663, -0.08559038402602326, -0.13860286563058288, 0.8782555788472519, 0.5567784726730673]
Iteration 5: score=279.000000, params=[0.4319410319367287, 0.6055150078747302, -0.8143983827185242, 0.036305097883778226, 0.7300405039579672]
Iteration 6: score=329.500000, params=[0.6582938147342836, 0.6592067187883677, -0.45390005156650515, -0.8815135973968731, 0.34105608013789124]
Iteration 7: score=358.000000, params=[0.18613103659611396, 0.3433081948442689, -0.17642424206189378, -0.6048982040304375, -0.42074071890837506]
Iteration 8: score=311.500000, params=[-0.7157597290500861, 0.5666289453897728, -0.17492231699394756, -0.9316573776283219, 0.24805997295470683]
Iteration 9: score=5756.500000, params=[0.3212714604760061, -0.4030094104939105, -0.10773098782778767, -0.5557509049292503, -0.8532716565148009]
Iteration 10: score=173.500000, params=[-0.061522947123713534, -0.8076554791090766, 0.8067403329577352, -0.7610190640385663, 0.04959875374089129]
Iteration 11: score=100.000000, params=[-0.8327539909059476, 0.8337226690594575, 0.8208967635862034, -0.4021397755805677, 0.16877824147585851]
Iteration 12: score=172.500000, params=[0.13182405492838645, 0.22787663559211158, 0.9130713133410449, -0.47804204076888623, -0.5379691555748219]
Iteration 13: score=119.000000, params=[0.06689698121035081, 0.8998762770652797, -0.013880812910507911, 0.08120101764728815, 0.5309702088817423]
Iteration 14: score=188.500000, params=[-0.9093085428506935, -0.7200677616165712, 0.5848071715920387, -0.9403972836352135, 0.7662509516388467]
Iteration 15: score=171.000000, params=[0.0815763792019295, -0.10403963715916342, 0.7842717440037625, -0.24483131769781052, 0.07684938855997037]
Iteration 16: score=143.500000, params=[0.3045977641270845, -0.2774779595767579, 0.14201712237018516, 0.27567296811935305, -0.7473702299102234]
Iteration 17: score=120.500000, params=[0.3804091755102905, 0.29549879954669533, -0.292121822403396, 0.5264661054302442, -0.28693655288389]
Iteration 18: score=271.500000, params=[0.5055767063512089, 0.7626836592680226, -0.9766616126382128, -0.0037818607435267104, -0.8524159771986908]
Iteration 19: score=150.000000, params=[0.5739029489381504, -0.8718653403235654, -0.28937927516714324, 0.8836738975068454, -0.24039342646260575]
Iteration 20: score=120.000000, params=[0.5258401468899778, 0.5431899960887359, -0.3972790091802131, 0.5454782935551545, -0.6941403548919425]
Iteration 21: score=157.500000, params=[0.8078540648388683, -0.505527190707882, -0.10912177885423668, 0.26165554606256247, -0.9226477076618371]
Iteration 22: score=3591.000000, params=[0.40673944034015874, -0.4373044600290986, -0.018991621728968622, -0.5550092593391018, 0.14119404597292795]
Iteration 23: score=5006.500000, params=[0.43220348592254454, -0.3959245389178637, -0.34792100420737326, -0.6373355200705431, -1.0]
Iteration 24: score=5095.500000, params=[0.14924219930577998, -0.43963366847483676, -0.35411209719501513, -0.5248270617500301, -1.0]
Iteration 25: score=184.000000, params=[-0.33122945497522105, -0.33774687678698967, 1.0, -0.513106744767464, -1.0]
Iteration 26: score=4239.000000, params=[0.5427834641249809, -0.4780968928837783, -0.09981996992474051, -0.5823246621125264, -1.0]
Iteration 27: score=3779.500000, params=[-0.8617511740275543, -0.3267034181836407, -0.3235144437102837, -0.4895143312409759, -1.0]
Iteration 28: score=1880.000000, params=[1.0, -0.4805086838865842, -0.6141288358117458, -0.6452704750404901, -1.0]
Iteration 29: score=4933.000000, params=[0.12903195354836172, -0.37268189205186364, -0.15799700991341992, -0.5594430989720196, -0.9360983001580433]
Iteration 30: score=6000.000000, params=[-0.08605305774044614, -0.4493133223074558, -0.2286960361393603, -0.7420978733738985, -1.0]
Iteration 31: score=5538.500000, params=[-0.0492209993982502, -0.48408426299748164, -0.2439768058578493, -0.8802578395377245, -1.0]
Iteration 32: score=5545.000000, params=[-0.15697433809656935, -0.585197055924954, -0.2591600708201842, -0.706600777576117, -1.0]
Iteration 33: score=4368.000000, params=[-0.2533438309632252, -0.5045491689047765, -0.4674266738817039, -0.9135764095912772, -1.0]
Iteration 34: score=3949.000000, params=[0.012289819258491264, -0.5070877010233954, -0.12540162941405708, -0.8207988609108562, -1.0]
Iteration 35: score=5413.000000, params=[-0.10395787471497542, -0.5616734265215662, -0.2848117198558707, -0.6489183030523689, 1.0]
Iteration 36: score=5630.000000, params=[-1.0, -0.8698437773334152, -0.33944249646771163, -0.7516838337692935, -1.0]
Iteration 37: score=5457.000000, params=[1.0, -0.8413775460622643, -0.2460872538483263, -0.8373545409376181, -0.10563091902192678]
Iteration 38: score=4373.000000, params=[-1.0, -0.7750584298201666, -0.24875433889644805, -0.6363987778972158, -1.0]
Iteration 39: score=5489.000000, params=[1.0, -0.7095831764796281, -0.28964046263153853, -1.0, 0.3274089484243028]
Iteration 40: score=5816.000000, params=[1.0, -1.0, -0.3671011782089496, -1.0, -1.0]
Iteration 41: score=6091.000000, params=[-1.0, -1.0, -0.2822514980420817, -1.0, 1.0]
Iteration 42: score=5664.000000, params=[-1.0, -1.0, -0.39022730665208016, -1.0, 1.0]
Iteration 43: score=5978.500000, params=[0.24264225628647718, -1.0, -0.2280520899650722, -1.0, -1.0]
Iteration 44: score=5823.500000, params=[0.9258107400782987, -1.0, -0.2424304596894502, -1.0, 1.0]
Iteration 45: score=4031.500000, params=[0.5370836002328958, -1.0, -0.30817253633561836, -1.0, 1.0]
Iteration 46: score=6445.000000, params=[-0.2374596090747101, -0.7035457728366503, -0.2328464029284315, -1.0, -1.0]
Iteration 47: score=81.000000, params=[1.0, 1.0, 1.0, 1.0, -1.0]
Iteration 48: score=156.500000, params=[1.0, -1.0, 1.0, 1.0, -1.0]
Iteration 49: score=2327.000000, params=[0.9428363443190362, -1.0, -0.07046367610125026, -1.0, -1.0]
Iteration 50: score=2224.000000, params=[-1.0, -1.0, -1.0, -1.0, 1.0]
Iteration 51: score=5686.000000, params=[-1.0, -0.6280130035175712, -0.2992558905031426, -1.0, 0.04552452297053988]
Iteration 52: score=277.500000, params=[-1.0, -1.0, -1.0, 1.0, 1.0]
Iteration 53: score=6213.500000, params=[-1.0, -0.6333558435314152, -0.3011726805788637, -1.0, 1.0]
Iteration 54: score=5222.000000, params=[-1.0, -0.6286801484707578, -0.29826617043470394, -1.0, -1.0]
Iteration 55: score=3957.500000, params=[-1.0, -1.0, -0.48769733121228054, -1.0, -1.0]
Iteration 56: score=6111.000000, params=[-1.0, -0.5501190576823332, -0.2622503799914724, -1.0, 1.0]
Iteration 57: score=6188.000000, params=[1.0, -0.5494438436558634, -0.2619061223720244, -1.0, 1.0]
Iteration 58: score=5113.500000, params=[1.0, -0.5630206756685878, -0.2595698790280192, -1.0, 1.0]
Iteration 59: score=5390.000000, params=[0.7780713884857224, -0.6909360224725696, -0.3090498278515842, -1.0, -1.0]
Iteration 60: score=99.000000, params=[-0.8469609280145273, 1.0, 0.3655841030990141, 1.0, 0.26513036013892766]
Iteration 61: score=6198.500000, params=[-1.0, -0.43139894518040167, -0.24984546994174306, -1.0, -0.762908124156914]
Iteration 62: score=5492.000000, params=[1.0, -0.4440660649536954, -0.248129238925219, -1.0, -1.0]
Iteration 63: score=486.000000, params=[-1.0, 0.05085722097183809, -1.0, -1.0, 1.0]
Iteration 64: score=6098.500000, params=[1.0, -0.63553759277748, -0.23622358743005512, -1.0, 1.0]
Iteration 65: score=6218.500000, params=[-1.0, -0.6886449893678306, -0.3087702046371248, -1.0, -1.0]
Iteration 66: score=5690.500000, params=[-1.0, -0.6903342867162663, -0.31116744133432006, -1.0, -0.7037703372470784]
Iteration 67: score=138.500000, params=[-0.6591390989492072, 1.0, 0.3805636190045598, -1.0, -0.0021814028498986504]
Iteration 68: score=6347.500000, params=[-0.9779237834920519, -0.5736393779507054, -0.20960835476543316, -1.0, -1.0]
Iteration 69: score=5765.500000, params=[-0.6399978197801679, -0.5717227034651322, -0.21064216842939443, -1.0, 1.0]
Iteration 70: score=4215.500000, params=[1.0, -0.42928979386735655, -0.26427049693472837, -1.0, 1.0]
Iteration 71: score=6329.000000, params=[-1.0, -0.7020742181390445, -0.24472120326032987, -1.0, 1.0]
Iteration 72: score=5271.000000, params=[-1.0, -0.6993126590715109, -0.24350600605243866, -1.0, 1.0]
Iteration 73: score=6086.500000, params=[-1.0, -0.7162206829977287, -0.2679818583954181, -1.0, -1.0]
Iteration 74: score=319.000000, params=[-1.0, 1.0, -1.0, -1.0, -1.0]
Iteration 75: score=5899.500000, params=[-1.0, -0.6963025941752772, -0.23770507065697044, -1.0, 1.0]
Iteration 76: score=5811.000000, params=[-1.0, -0.7217052713168086, -0.3062672892926338, -1.0, -1.0]
Iteration 77: score=6376.500000, params=[-1.0, -0.6517374114598296, -0.20474580301355938, -1.0, -1.0]
Iteration 78: score=6073.500000, params=[-1.0, -0.6497791176186889, -0.20749757009684477, -1.0, 1.0]
Iteration 79: score=5516.000000, params=[-1.0, -0.6153169988169249, -0.19715423158865586, -1.0, -1.0]
Iteration 80: score=5613.500000, params=[-1.0, -0.7267984075948566, -0.30606701481325094, -1.0, 1.0]
Iteration 81: score=288.500000, params=[-1.0, 0.0033650427803595395, -1.0, 1.0, -1.0]
Iteration 82: score=6295.000000, params=[-1.0, -1.0, -0.3556783195591292, -0.5198744466664635, 1.0]
Iteration 83: score=5609.500000, params=[-1.0, -1.0, -0.32638619804544755, -0.5642115231532949, 1.0]
Iteration 84: score=5841.500000, params=[-1.0, -1.0, -0.41240498879325627, -0.4414855416426291, 1.0]
Iteration 85: score=5262.500000, params=[-1.0, -0.7905364579297941, -0.30136348826715365, -0.7321076518640245, 1.0]
Iteration 86: score=5401.500000, params=[-1.0, -1.0, -0.48558892296575196, -0.30710520580232503, -0.5995358096234237]
Iteration 87: score=5081.000000, params=[1.0, -1.0, -0.38196341663221955, -0.5381054976209354, 1.0]
Iteration 88: score=5190.500000, params=[-1.0, -1.0, -0.2887321839534521, -0.570629805381676, -1.0]
Iteration 89: score=3094.000000, params=[-1.0, -1.0, -0.5895718203939644, -0.1308819057671522, 1.0]
Iteration 90: score=147.500000, params=[0.9999999999999996, 1.0, 1.0, -1.0, -0.37001107755156915]
Iteration 91: score=5637.500000, params=[-1.0, -1.0, -0.33643929770945447, -1.0, -1.0]
Iteration 92: score=102.000000, params=[-1.0, 0.012820319058363783, 1.0, 1.0, 0.5111467172463533]
Iteration 93: score=6154.000000, params=[-1.0, -0.7416542646905069, -0.3015344998020777, -0.7411860366701128, 1.0]
Iteration 94: score=5588.500000, params=[-1.0, -0.7393419823758424, -0.294266239434261, -0.7476496874391847, 1.0]
Iteration 95: score=6125.500000, params=[-1.0, -0.770667835485862, -0.3307049030814274, -1.0, -1.0]
Iteration 96: score=4477.500000, params=[-1.0, -0.7641299527041758, -0.33057663154377226, -1.0, 1.0]
Iteration 97: score=6158.000000, params=[-1.0, -0.5262580777860277, -0.16725948720951167, -1.0, 1.0]
Iteration 98: score=5800.500000, params=[-1.0, -0.5105794900671199, -0.1714428930783658, -1.0, 0.10784221961256368]
Iteration 99: score=4584.500000, params=[-1.0, -0.48640346070356333, -0.18489499296528034, -1.0, 1.0]
Iteration 100: score=148.000000, params=[-1.0, -1.0, 0.4315523357764912, 1.0, -0.8286136202613349]
Iteration 101: score=5538.500000, params=[-1.0, -1.0, -0.2636038026908587, -0.5576481141202619, 0.3811024721533025]
Iteration 102: score=5822.000000, params=[-1.0, -0.7354475007003975, -0.2635838124870271, -0.7236029875188847, -1.0]
Iteration 103: score=6356.500000, params=[1.0, -0.7522145339775252, -0.2916318879508728, -0.751286105403432, -1.0]
Iteration 104: score=5597.000000, params=[1.0, -0.7666368456373149, -0.3020349387533132, -0.7195539891584154, -1.0]
Iteration 105: score=4518.500000, params=[-1.0, -1.0, -0.2768641308882428, -0.47359423962274494, -1.0]
Iteration 106: score=6033.000000, params=[-1.0, -1.0, -0.39637919378113073, -1.0, -1.0]
Iteration 107: score=5803.000000, params=[-1.0, -1.0, -0.355300171439627, -1.0, -1.0]
Iteration 108: score=5883.000000, params=[1.0, -1.0, -0.4320891883135949, -1.0, 1.0]
Iteration 109: score=4721.000000, params=[1.0, -1.0, -0.5068328356795807, -1.0, -0.11549322332511525]
Iteration 110: score=6292.000000, params=[1.0, -1.0, -0.38350258674614823, -0.7097493944663888, -1.0]
Iteration 111: score=5253.500000, params=[-0.012990942015432272, -0.8023819444693849, -0.36764040547432164, -0.7033055384166975, 1.0]
Iteration 112: score=288.000000, params=[-0.1215283832331363, -0.09969932218136635, 0.24659630649313957, -1.0, -0.9658674043603659]
Iteration 113: score=125.000000, params=[-0.4720644534236985, 1.0, -0.18960191808498605, 1.0, -0.8052514997856531]
Iteration 114: score=5623.000000, params=[-1.0, -1.0, -0.3151523697259252, -1.0, -1.0]
Iteration 115: score=6051.500000, params=[0.4312115534003267, -0.7626883678619036, -0.34844847788434397, -1.0, -0.8673332994448606]
Iteration 116: score=6301.500000, params=[0.44171342678320946, -1.0, -0.39403161826420596, -0.6981675008479746, -0.21896075340148757]
Iteration 117: score=5392.500000, params=[-0.7967762985027295, -1.0, -0.3959495677737588, -0.6998796735236692, -1.0]
Iteration 118: score=5763.500000, params=[1.0, -1.0, -0.3185976539966785, -1.0, -1.0]
Iteration 119: score=5426.500000, params=[0.7763203247890265, -0.7573293964448256, -0.3510573938521765, -1.0, -0.5285612183941719]
Iteration 120: score=202.500000, params=[-0.29923256545233556, -1.0, 1.0, -1.0, 0.4837168408007597]
Iteration 121: score=5530.000000, params=[0.8172592640631582, -0.7541195155711511, -0.22503600435510263, -1.0, -0.9381222025263535]
Iteration 122: score=5059.000000, params=[0.44767329627111985, -1.0, -0.39371466706206615, -0.69484563301328, 0.6181166554554296]
Iteration 123: score=5766.000000, params=[-0.027791492805904094, -1.0, -0.3078072781604666, -1.0, -0.9988983620767761]
Iteration 124: score=5664.000000, params=[-0.906756797182229, -0.730099608258713, -0.30493696068364506, -0.7035641207476682, 0.7389188631672443]
Iteration 125: score=158.500000, params=[-0.42681842501741984, 1.0, -1.0, 1.0, 0.6244838297147046]
Iteration 126: score=5249.000000, params=[0.9179058489943552, -0.45362615037083864, -0.3397496378515884, -0.9903753064053961, 0.422344677331681]
Iteration 127: score=2307.000000, params=[0.7222324358220398, -1.0, -0.3043592362597184, -1.0, -0.8082185919492897]
Iteration 128: score=5412.000000, params=[-1.0, -0.6761856324604023, -0.3542494880419961, -1.0, -1.0]
Iteration 129: score=6094.000000, params=[-1.0, -0.72111927882016, -0.31445751359060603, -0.7041466976655693, -0.4473037777570531]
Iteration 130: score=5612.500000, params=[-1.0, -0.7168064801587463, -0.3072550813784206, -0.7151533352135118, 1.0]
Iteration 131: score=4481.500000, params=[-1.0, -0.7093217068461133, -0.2901340416391396, -0.716299944435054, -0.8975609033964834]
Iteration 132: score=5393.500000, params=[-1.0, -0.6822997968355038, -0.3702287183516654, -1.0, -0.6330198785808154]
Iteration 133: score=6249.500000, params=[-0.3183028290559705, -1.0, -0.5905707318662254, -1.0, 0.14281403121608438]
Iteration 134: score=5643.000000, params=[-1.0, -1.0, -0.5430599428843095, -1.0, 1.0]
Iteration 135: score=5739.000000, params=[-1.0, -1.0, -0.5357314367661573, -1.0, 1.0]
Iteration 136: score=4657.500000, params=[-1.0, -1.0, -0.5317519790113804, -1.0, 0.1904845793654646]
Iteration 137: score=5752.500000, params=[-1.0, -0.738425654892596, -0.40238199310665046, -1.0, 1.0]
Iteration 138: score=6010.500000, params=[-1.0, -0.740270533611096, -0.40453304755238917, -1.0, -0.6978115726442629]
Iteration 139: score=3904.000000, params=[-1.0, -0.4925911833177363, -0.32412396851292413, -1.0, -0.47947991746515684]
Iteration 140: score=6533.000000, params=[1.0, -1.0, -0.4996418234871465, -0.664018134666565, -0.6342014169617305]
Iteration 141: score=4869.000000, params=[-0.9112747464174875, -1.0, -0.547936807987543, -0.6450878556484276, 0.13249926608110463]
Iteration 142: score=1908.500000, params=[-0.4201859996792211, -0.9381248398608524, -0.9908611131691587, -0.1805951668580832, -0.14981545668848484]
Iteration 143: score=1828.000000, params=[0.34649626187844107, -0.6983463389663273, -0.08780550658116193, -0.9929729291989091, -0.7805616589477592]
Iteration 144: score=5559.000000, params=[0.2920889886573361, -1.0, -0.6687508903690731, -1.0, 0.8824085063370504]
Iteration 145: score=5020.000000, params=[-0.6856165554077647, -0.7751693129117075, -0.44223051436063454, -1.0, 0.1419887007200109]
Iteration 146: score=5729.500000, params=[-0.48074211309515513, -1.0, -0.6762325415671737, -1.0, 0.9042505434429438]
Iteration 147: score=5259.500000, params=[0.8582189286476773, -1.0, -0.6767152765746649, -1.0, 0.4584326141020174]
Iteration 148: score=5452.000000, params=[0.5202647859587839, -1.0, -0.4892840046754834, -0.6590532051016438, 0.6963224922023423]
Iteration 149: score=5989.000000, params=[-0.2802605116649761, -1.0, -0.4893351631916102, -0.6948521847289689, 0.7664577126653638]
Iteration 150: score=4712.500000, params=[0.13355706653948496, -1.0, -0.6316523492261297, -0.6064573201820053, -0.8859010510806276]
